epoch,binary_accuracy,cohen_kappa,f1_score,loss,lr,precision,recall,val_binary_accuracy,val_cohen_kappa,val_f1_score,val_loss,val_precision,val_recall
10,0.8846702575683594,0.759441077709198,0.8552059531211853,0.2827155292034149,1e-05,0.8727700114250183,0.838334858417511,0.8204292058944702,0.617829442024231,0.7610266804695129,0.4857157766819,0.8028222918510437,0.7233676910400391
11,0.8955036401748657,0.782243013381958,0.8692030310630798,0.2603190541267395,1e-05,0.8842760920524597,0.8546351194381714,0.819206714630127,0.6194900274276733,0.7671855688095093,0.4584634602069855,0.781261146068573,0.753608226776123
12,0.9015825390815735,0.7950385212898254,0.8770575523376465,0.24538320302963257,1e-05,0.8904298543930054,0.8640809059143066,0.8128225803375244,0.6087942719459534,0.7637984156608582,0.5111960768699646,0.7619699239730835,0.7656357288360596
13,0.9117707014083862,0.8164799213409424,0.8902130126953125,0.22402594983577728,1e-05,0.9001794457435608,0.8804647922515869,0.7944852113723755,0.5805694460868835,0.7574931979179382,0.5527915358543396,0.7098227739334106,0.8120275139808655
14,0.9208381175994873,0.8354647159576416,0.9017326235771179,0.20676326751708984,1e-05,0.9095934629440308,0.8940064907073975,0.8219233751296997,0.623131513595581,0.7669333219528198,0.5177994966506958,0.7944751381874084,0.7412371039390564
15,0.9260680675506592,0.8464040160179138,0.9083561301231384,0.19533924758434296,1e-05,0.9149423241615295,0.9018640518188477,0.8198859095573425,0.6198952198028564,0.7662200331687927,0.5331012606620789,0.7867487072944641,0.7467353940010071
16,0.9294301271438599,0.8534412384033203,0.9126229882240295,0.1832965612411499,1e-05,0.9181826114654541,0.9071303009986877,0.8121434450149536,0.6060395240783691,0.7606022953987122,0.5664241313934326,0.7663062214851379,0.7549828290939331
17,0.93999183177948,0.8754398822784424,0.9258217215538025,0.1641109138727188,1e-05,0.9299207329750061,0.921758770942688,0.8246400356292725,0.6258167624473572,0.7648022770881653,0.569774866104126,0.8138813376426697,0.7213058471679688
18,0.9449501037597656,0.8857076168060303,0.9319050908088684,0.1493561565876007,1e-05,0.9366661310195923,0.9271921515464783,0.8186634182929993,0.6158159971237183,0.761904776096344,0.6024032235145569,0.791991114616394,0.7340205907821655
19,0.9482781887054443,0.8926173448562622,0.9360218644142151,0.14385583996772766,1e-05,0.9408039450645447,0.9312881231307983,0.8111926317214966,0.6097042560577393,0.7691029906272888,0.6514469981193542,0.7443729639053345,0.7955326437950134
20,0.9533722996711731,0.9032496809959412,0.9424294829368591,0.13050729036331177,1e-05,0.945482075214386,0.9393965005874634,0.8143167495727539,0.6088234186172485,0.7602174878120422,0.656540036201477,0.77642422914505,0.7446735501289368
21,0.9537798166275024,0.9041054248809814,0.9429517388343811,0.12917564809322357,1e-05,0.9456868767738342,0.9402323961257935,0.8216516971588135,0.6188850402832031,0.7597438097000122,0.6631832122802734,0.8125244379043579,0.7134020328521729
22,0.9684167504310608,0.9345311522483826,0.9611269235610962,0.08937517553567886,2e-06,0.9612072706222534,0.961046576499939,0.8258625268936157,0.6324638724327087,0.7738977670669556,0.6608957648277283,0.7949275374412537,0.753951907157898
23,0.9736127257347107,0.9452881217002869,0.9674962759017944,0.07671605795621872,2e-06,0.9683470129966736,0.9666471481323242,0.8217875361442566,0.6263760328292847,0.7730889320373535,0.7019249796867371,0.7782033681869507,0.7680412530899048
24,0.977891743183136,0.9541736245155334,0.9727922081947327,0.06837890297174454,2e-06,0.9727516174316406,0.9728329181671143,0.8215159177780151,0.6260740756988525,0.7732136845588684,0.7075612545013428,0.7766990065574646,0.769759476184845
